CO,NO2,O3,PM10,PM2.5,SO2,label
0.58,22.0,1.9,45.0,20.0,3.0,0
0.48,18.0,3.5,43.0,23.0,2.2,0
0.69,20.0,0.7,39.0,24.0,2.8,0
0.67,20.0,0.6,37.0,20.0,2.9,0
0.66,19.0,3.0,40.0,17.0,2.8,0
0.74,18.0,7.1,44.0,20.0,3.1,0
0.74,21.0,18.0,49.0,23.0,4.7,0
0.75,24.0,34.0,57.0,28.0,6.1,1
0.62,19.0,58.0,66.0,31.0,6.5,1
0.48,16.0,68.0,64.0,29.0,4.7,1
0.39,11.0,76.0,50.0,23.0,3.5,1
0.42,12.0,90.0,53.0,22.0,4.6,1
0.38,12.0,85.0,61.0,26.0,5.2,1
0.39,12.0,89.0,64.0,27.0,4.9,1
0.52,18.0,78.0,67.0,27.0,5.0,1
0.73,27.0,32.0,65.0,22.0,4.5,1
0.9,27.0,17.0,54.0,19.0,4.3,1
0.89,35.0,22.0,51.0,19.0,9.3,1
0.83,27.0,11.0,53.0,18.0,3.8,1
0.83,28.0,9.5,48.0,18.0,4.6,0
0.93,39.0,7.2,51.0,20.0,13.0,1
0.84,33.0,2.5,59.0,20.0,6.5,1
0.77,31.0,0.9,56.0,24.0,11.0,1
0.64,24.0,8.2,55.0,25.0,3.2,1
0.57,23.0,7.3,54.0,24.0,3.5,1
0.6,26.0,2.1,50.0,18.0,4.0,0
0.68,26.0,0.8,54.0,18.0,5.1,1
0.79,26.0,0.6,57.0,25.0,6.4,1
0.88,26.0,1.7,61.0,28.0,8.8,1
0.83,25.0,4.1,66.0,31.0,9.0,1
0.75,25.0,17.0,67.0,33.0,6.6,1
0.65,21.0,40.0,70.0,32.0,5.3,1
0.63,18.0,68.0,70.0,32.0,4.5,1
0.63,17.0,95.0,67.0,32.0,3.3,1
0.58,14.0,104.0,67.0,38.0,3.2,2
0.52,14.0,93.0,65.0,37.0,3.2,1
0.45,12.0,73.0,59.0,29.0,3.1,1
0.42,13.0,52.0,49.0,24.0,3.0,1
0.46,15.0,49.0,46.0,20.0,3.5,0
0.65,22.0,35.0,45.0,19.0,4.4,0
0.62,21.0,22.0,48.0,18.0,3.6,0
0.62,22.0,16.0,45.0,14.0,3.1,0
0.71,27.0,9.7,40.0,13.0,3.7,0
0.64,24.0,11.0,39.0,14.0,3.7,0
0.58,25.0,7.5,35.0,15.0,4.0,0
0.66,27.0,4.5,42.0,14.0,5.4,0
0.69,29.0,1.1,51.0,15.0,9.3,1
0.77,25.0,1.3,46.0,20.0,3.3,0
0.6,19.0,2.5,40.0,20.0,2.2,0
0.47,14.0,5.5,37.0,17.0,2.0,0
0.36,9.8,10.0,32.0,17.0,1.9,0
0.4,13.0,10.0,33.0,20.0,1.9,0
0.47,17.0,9.2,37.0,21.0,2.0,0
0.48,14.0,15.0,38.0,21.0,2.0,0
0.44,12.0,25.0,37.0,20.0,2.1,0
0.51,14.0,43.0,35.0,21.0,2.3,0
0.43,10.0,71.0,40.0,24.0,3.2,1
0.52,13.0,87.0,56.0,30.0,6.4,1
0.5,13.0,93.0,71.0,36.0,7.1,1
0.46,12.0,100.0,72.0,36.0,6.1,1
0.45,11.0,95.0,71.0,33.0,5.5,1
0.4,11.0,86.0,62.0,26.0,4.5,1
0.47,15.0,70.0,55.0,25.0,4.7,1
0.56,25.0,45.0,56.0,26.0,11.0,1
0.62,27.0,28.0,59.0,24.0,9.6,1
0.51,20.0,19.0,53.0,19.0,4.8,1
0.51,19.0,11.0,43.0,11.0,2.3,0
0.48,20.0,8.5,43.0,11.0,3.4,0
0.6,28.0,5.8,45.0,24.0,4.3,0
0.67,30.0,2.0,53.0,27.0,5.1,1
0.49,26.0,1.9,56.0,23.0,5.0,1
0.45,23.0,1.4,48.0,21.0,4.8,0
0.42,20.0,2.1,42.0,21.0,3.8,0
0.38,18.0,1.1,39.0,18.0,3.8,0
0.48,18.0,0.5,42.0,16.0,3.6,0
0.52,18.0,0.7,49.0,20.0,6.8,0
0.58,16.0,1.6,48.0,20.0,4.2,0
0.62,19.0,6.2,48.0,20.0,4.8,0
0.64,23.0,18.0,51.0,23.0,4.0,1
0.56,22.0,39.0,49.0,24.0,3.4,0
0.43,16.0,51.0,46.0,22.0,4.3,1
0.42,16.0,54.0,46.0,23.0,9.9,1
0.35,15.0,55.0,43.0,22.0,11.0,1
0.36,17.0,55.0,42.0,20.0,14.0,1
0.36,16.0,38.0,37.0,14.0,7.3,0
0.27,10.0,39.0,34.0,10.0,2.9,0
0.35,13.0,32.0,48.0,11.0,3.6,0
0.57,19.0,23.0,51.0,14.0,3.4,1
0.68,29.0,12.0,56.0,18.0,6.8,1
0.63,24.0,15.0,67.0,20.0,4.2,1
0.41,12.0,27.0,60.0,18.0,2.7,1
0.37,9.4,27.0,42.0,13.0,2.0,0
0.43,11.0,25.0,32.0,7.0,2.0,0
0.42,11.0,29.0,29.0,3.0,1.8,0
0.34,7.6,37.0,28.0,5.0,1.7,0
0.31,6.4,40.0,16.0,6.0,1.6,0
0.29,5.6,39.0,9.0,1.0,1.5,0
0.29,5.9,39.0,10.0,1.0,1.5,0
0.31,5.6,41.0,9.0,0.0,1.5,0
0.32,7.6,37.0,13.0,0.0,1.5,0
0.42,14.0,30.0,13.0,4.0,1.5,0
0.6,19.0,32.0,12.0,3.0,1.5,0
0.66,22.0,30.0,12.0,3.0,1.8,0
0.51,18.0,34.0,16.0,4.0,1.7,0
0.47,17.0,35.0,23.0,5.0,1.8,0
0.42,14.0,39.0,23.0,8.0,1.6,0
0.44,15.0,37.0,22.0,9.0,1.4,0
0.46,18.0,35.0,23.0,7.0,1.7,0
0.46,19.0,34.0,27.0,4.0,1.6,0
0.46,20.0,34.0,26.0,4.0,1.6,0
0.48,21.0,34.0,21.0,5.0,1.6,0
0.59,25.0,31.0,17.0,6.0,1.6,0
0.65,27.0,31.0,16.0,9.0,1.7,0
0.61,25.0,32.0,13.0,10.0,1.5,0
0.52,22.0,35.0,12.0,8.0,1.6,0
0.48,19.0,36.0,12.0,4.0,1.4,0
0.46,16.0,40.0,11.0,0.0,1.5,0
0.36,13.0,43.0,13.0,1.0,1.4,0
0.29,9.5,46.0,12.0,3.0,1.3,0
0.24,7.5,47.0,11.0,7.0,1.2,0
0.21,6.6,48.0,12.0,5.0,1.2,0
0.21,7.3,47.0,10.0,2.0,1.2,0
0.21,6.5,47.0,10.0,3.0,1.1,0
0.23,9.0,45.0,11.0,4.0,1.2,0
0.3,17.0,37.0,12.0,4.0,1.2,0
0.53,25.0,30.0,13.0,5.0,1.4,0
0.59,28.0,28.0,16.0,7.0,1.5,0
0.5,27.0,28.0,22.0,10.0,1.5,0
0.43,26.0,28.0,28.0,10.0,2.3,0
0.44,25.0,30.0,28.0,6.0,1.7,0
0.41,21.0,33.0,20.0,8.0,1.7,0
0.4,23.0,32.0,17.0,10.0,1.5,0
0.39,23.0,33.0,23.0,4.0,1.6,0
0.4,24.0,31.0,26.0,4.0,1.6,0
0.47,30.0,25.0,33.0,10.0,1.8,0
0.58,31.0,22.0,31.0,11.0,1.6,0
0.63,30.0,24.0,24.0,10.0,1.6,0
0.57,28.0,25.0,26.0,10.0,1.8,0
0.47,25.0,26.0,24.0,13.0,2.9,0
0.48,25.0,28.0,22.0,15.0,4.0,0
0.44,19.0,33.0,22.0,13.0,2.0,0
0.31,12.0,40.0,27.0,11.0,1.8,0
0.28,10.0,42.0,28.0,11.0,3.1,0
0.27,9.5,43.0,27.0,15.0,3.4,0
0.26,8.4,44.0,28.0,15.0,2.1,0
0.25,7.0,44.0,28.0,15.0,2.2,0
0.28,6.9,45.0,23.0,10.0,2.0,0
0.29,11.0,42.0,18.0,12.0,3.5,0
0.38,18.0,35.0,21.0,15.0,3.0,0
0.65,25.0,29.0,22.0,11.0,2.5,0
0.72,28.0,28.0,27.0,11.0,2.0,0
0.56,27.0,30.0,33.0,10.0,2.0,0
0.45,21.0,36.0,31.0,10.0,1.8,0
0.41,19.0,37.0,29.0,16.0,2.0,0
0.39,18.0,39.0,29.0,18.0,3.2,0
0.45,20.0,35.0,43.0,18.0,2.8,0
0.48,24.0,31.0,37.0,18.0,1.6,0
0.58,31.0,24.0,32.0,16.0,1.7,0
0.74,36.0,18.0,27.0,12.0,1.8,0
1.0,39.0,14.0,23.0,12.0,1.9,0
0.89,36.0,16.0,22.0,12.0,2.0,0
0.69,31.0,20.0,16.0,11.0,5.3,0
0.6,25.0,26.0,17.0,13.0,4.0,0
0.54,21.0,30.0,15.0,10.0,2.6,0
0.43,18.0,33.0,11.0,6.0,3.7,0
0.33,12.0,40.0,20.0,6.0,2.4,0
0.27,8.1,42.0,17.0,5.0,1.1,0
0.25,6.8,43.0,11.0,7.0,1.0,0
0.25,7.7,43.0,12.0,6.0,1.1,0
0.23,6.8,43.0,12.0,1.0,1.6,0
0.26,10.0,42.0,12.0,1.0,3.2,0
0.37,22.0,30.0,11.0,4.0,1.2,0
0.7,32.0,21.0,11.0,4.0,1.7,0
0.82,35.0,20.0,16.0,9.0,2.6,0
0.55,31.0,24.0,20.0,11.0,4.8,0
0.5,30.0,26.0,23.0,10.0,2.3,0
0.46,28.0,28.0,23.0,8.0,1.8,0
0.48,26.0,30.0,16.0,8.0,1.3,0
0.44,22.0,35.0,13.0,7.0,1.2,0
0.46,24.0,32.0,13.0,4.0,1.5,0
0.48,26.0,32.0,15.0,0.0,1.3,0
0.54,30.0,27.0,20.0,4.0,1.4,0
0.62,32.0,26.0,21.0,6.0,1.3,0
0.68,31.0,27.0,18.0,7.0,1.3,0
0.63,30.0,30.0,16.0,11.0,1.4,0
0.54,27.0,31.0,12.0,9.0,1.3,0
0.56,28.0,29.0,21.0,8.0,1.4,0
0.51,25.0,32.0,28.0,14.0,3.5,0
0.43,20.0,37.0,28.0,15.0,1.9,0
0.36,15.0,42.0,31.0,11.0,2.9,0
0.27,8.2,51.0,32.0,11.0,1.8,1
0.26,7.4,53.0,32.0,15.0,2.4,1
0.25,6.3,54.0,33.0,18.0,1.7,1
0.25,6.8,53.0,34.0,17.0,1.9,1
0.28,9.2,51.0,35.0,18.0,1.8,1
0.33,15.0,46.0,38.0,20.0,1.9,0
0.4,19.0,43.0,40.0,20.0,2.4,0
0.43,22.0,39.0,42.0,18.0,2.5,0
0.48,27.0,34.0,42.0,18.0,3.8,0
0.47,27.0,34.0,40.0,21.0,4.3,0
0.45,24.0,38.0,45.0,22.0,3.3,0
0.42,19.0,42.0,44.0,19.0,2.0,0
0.49,27.0,34.0,44.0,17.0,2.2,0
0.49,30.0,29.0,55.0,20.0,2.2,1
0.5,32.0,28.0,53.0,20.0,1.9,1
0.46,26.0,36.0,39.0,18.0,2.4,0
0.65,32.0,29.0,35.0,20.0,2.1,0
0.86,41.0,18.0,38.0,15.0,2.1,0
0.64,34.0,29.0,35.0,16.0,1.9,0
0.61,32.0,30.0,31.0,21.0,2.3,0
0.7,37.0,22.0,34.0,21.0,2.3,0
0.77,39.0,20.0,38.0,23.0,2.1,0
0.73,37.0,19.0,42.0,25.0,2.0,0
0.72,37.0,15.0,45.0,25.0,2.0,0
0.83,43.0,7.0,45.0,22.0,1.8,0
0.85,44.0,3.2,45.0,20.0,2.0,0
0.76,39.0,4.3,50.0,27.0,2.3,0
0.76,36.0,6.5,59.0,31.0,2.7,1
0.71,32.0,8.5,59.0,30.0,3.1,1
0.71,31.0,11.0,54.0,30.0,3.8,1
0.72,29.0,13.0,56.0,31.0,3.8,1
0.79,28.0,16.0,59.0,31.0,4.1,1
0.73,25.0,27.0,53.0,28.0,4.8,1
0.61,20.0,36.0,38.0,21.0,2.8,0
0.52,15.0,47.0,27.0,14.0,2.1,0
0.44,12.0,51.0,17.0,9.0,2.0,1
0.5,14.0,50.0,17.0,10.0,1.9,0
0.42,13.0,52.0,21.0,9.0,1.7,1
0.57,20.0,44.0,28.0,8.0,1.9,0
0.54,21.0,42.0,35.0,13.0,2.1,0
0.79,35.0,25.0,43.0,18.0,2.8,0
0.95,46.0,12.0,49.0,25.0,3.3,0
0.96,41.0,16.0,48.0,31.0,2.8,0
0.95,41.0,17.0,45.0,26.0,2.1,0
1.17,47.0,7.2,45.0,28.0,2.2,0
1.16,44.0,5.7,48.0,31.0,2.2,0
1.34,51.0,2.0,46.0,28.0,2.3,1
1.07,42.0,5.3,46.0,25.0,2.2,0
1.05,42.0,3.4,45.0,24.0,1.9,0
0.7,27.0,6.3,39.0,20.0,1.6,0
0.57,17.0,11.0,31.0,16.0,1.3,0
0.73,23.0,4.3,32.0,15.0,1.6,0
0.57,20.0,6.1,33.0,13.0,1.5,0
0.68,26.0,4.9,31.0,14.0,2.3,0
1.06,31.0,8.0,35.0,16.0,2.2,0
1.03,31.0,18.0,42.0,20.0,2.4,0
0.81,34.0,29.0,50.0,25.0,2.7,0
0.47,23.0,49.0,56.0,24.0,2.4,1
0.48,17.0,60.0,61.0,22.0,2.7,1
0.52,16.0,67.0,62.0,28.0,2.6,1
0.53,18.0,67.0,60.0,31.0,2.5,1
0.5,16.0,74.0,67.0,30.0,2.8,1
0.54,23.0,69.0,70.0,32.0,4.9,1
0.66,33.0,56.0,66.0,36.0,5.0,1
0.76,35.0,46.0,66.0,31.0,7.1,1
1.11,53.0,29.0,68.0,27.0,9.3,1
0.96,46.0,31.0,66.0,26.0,4.3,1
0.91,39.0,35.0,66.0,27.0,2.6,1
0.91,37.0,30.0,62.0,30.0,2.2,1
1.05,44.0,18.0,64.0,35.0,3.1,1
0.92,47.0,4.2,72.0,42.0,5.6,1
1.03,45.0,1.1,77.0,43.0,5.0,1
0.96,42.0,2.6,73.0,38.0,5.2,1
0.95,42.0,0.9,75.0,36.0,5.8,1
0.78,34.0,3.2,78.0,36.0,7.0,1
0.62,28.0,7.4,75.0,37.0,6.3,1
0.67,31.0,6.4,70.0,36.0,6.6,1
0.78,33.0,5.6,81.0,36.0,8.3,1
0.92,34.0,19.0,86.0,37.0,8.0,1
0.51,19.0,49.0,78.0,31.0,6.1,1
0.34,13.0,60.0,76.0,23.0,3.8,1
0.51,24.0,60.0,65.0,18.0,5.1,1
0.75,49.0,38.0,60.0,20.0,5.9,1
1.55,79.0,7.7,75.0,31.0,7.0,1
1.28,60.0,17.0,82.0,35.0,7.7,1
1.1,57.0,9.8,73.0,36.0,5.4,1
1.08,59.0,2.8,66.0,37.0,6.5,1
0.94,54.0,2.8,65.0,33.0,6.2,1
0.95,52.0,1.5,67.0,33.0,7.3,1
0.92,51.0,1.2,70.0,36.0,12.0,1
0.78,46.0,1.1,68.0,39.0,8.6,1
0.81,44.0,1.1,70.0,35.0,12.0,1
0.88,45.0,1.0,71.0,31.0,12.0,1
0.8,40.0,1.5,64.0,32.0,10.0,1
0.9,39.0,3.9,54.0,32.0,8.9,1
1.14,44.0,11.0,56.0,31.0,7.5,1
1.51,57.0,23.0,61.0,32.0,4.9,1
1.45,62.0,46.0,66.0,36.0,4.0,1
0.84,35.0,73.0,66.0,31.0,2.6,1
0.46,22.0,77.0,57.0,30.0,5.2,1
0.41,22.0,88.0,68.0,29.0,4.4,1
0.39,19.0,84.0,65.0,26.0,4.0,1
0.42,18.0,93.0,61.0,26.0,4.6,1
0.41,18.0,88.0,65.0,25.0,4.5,1
0.6,26.0,68.0,66.0,23.0,4.3,1
1.38,51.0,43.0,67.0,24.0,4.3,1
1.66,73.0,17.0,77.0,29.0,6.4,1
1.38,65.0,12.0,90.0,39.0,9.1,1
1.58,70.0,6.2,88.0,41.0,7.3,1
1.04,45.0,28.0,71.0,34.0,3.6,1
0.95,41.0,27.0,61.0,33.0,4.2,1
1.09,56.0,8.0,73.0,39.0,7.3,1
0.85,46.0,13.0,79.0,41.0,8.4,1
0.77,47.0,9.9,77.0,41.0,8.4,1
0.85,51.0,4.3,82.0,44.0,7.5,1
0.81,40.0,12.0,76.0,42.0,6.1,1
0.67,30.0,21.0,67.0,38.0,4.1,1
0.67,33.0,21.0,62.0,33.0,3.6,1
1.21,43.0,25.0,66.0,36.0,4.2,1
1.58,55.0,35.0,72.0,40.0,3.5,1
1.03,36.0,67.0,78.0,41.0,5.9,1
0.75,27.0,82.0,86.0,45.0,8.7,1
0.51,19.0,88.0,92.0,46.0,7.0,1
0.38,13.0,86.0,86.0,35.0,5.8,1
0.34,12.0,83.0,72.0,24.0,4.1,1
0.34,12.0,58.0,64.0,18.0,2.9,1
0.39,13.0,48.0,60.0,20.0,3.1,1
0.84,25.0,36.0,65.0,25.0,4.1,1
1.26,59.0,11.0,78.0,31.0,22.0,1
1.39,65.0,4.2,87.0,36.0,25.0,1
1.39,53.0,5.6,84.0,38.0,10.0,1
1.2,42.0,8.9,75.0,36.0,3.7,1
0.81,32.0,14.0,65.0,34.0,2.4,1
0.57,20.0,23.0,61.0,34.0,2.0,1
0.64,25.0,14.0,57.0,32.0,4.9,1
0.69,30.0,1.2,66.0,36.0,7.8,1
0.57,27.0,1.3,76.0,39.0,6.2,1
0.58,25.0,1.5,67.0,42.0,6.1,1
0.69,25.0,0.9,67.0,41.0,6.8,1
0.86,26.0,3.8,76.0,41.0,8.5,1
1.29,33.0,7.2,82.0,48.0,7.5,1
1.11,29.0,29.0,90.0,53.0,8.0,1
0.99,26.0,49.0,93.0,53.0,9.3,1
0.81,21.0,66.0,97.0,51.0,12.0,1
0.48,17.0,48.0,97.0,42.0,7.6,1
0.45,15.0,40.0,76.0,35.0,4.5,1
0.39,13.0,36.0,59.0,32.0,4.0,1
0.59,25.0,33.0,75.0,39.0,3.5,1
0.7,31.0,36.0,94.0,47.0,3.3,1
0.98,40.0,28.0,117.0,58.0,4.2,2
1.47,50.0,19.0,133.0,65.0,5.6,2
1.96,64.0,4.1,137.0,64.0,5.4,2
1.89,61.0,1.2,138.0,71.0,5.8,2
1.98,57.0,1.1,141.0,73.0,4.8,2
1.91,53.0,1.5,147.0,73.0,4.7,2
1.9,49.0,0.6,154.0,77.0,6.7,3
1.67,45.0,0.8,154.0,78.0,10.0,3
1.33,39.0,0.5,155.0,75.0,9.4,3
1.22,35.0,0.5,145.0,70.0,8.7,2
1.25,34.0,0.5,132.0,67.0,7.1,2
0.49,19.0,3.1,101.0,54.0,3.7,2
0.59,18.0,2.3,61.0,36.0,2.1,1
0.94,24.0,1.7,60.0,34.0,3.0,1
1.52,40.0,4.3,86.0,51.0,4.7,1
1.36,38.0,14.0,90.0,54.0,3.4,1
1.07,34.0,33.0,77.0,43.0,2.6,1
0.97,31.0,56.0,72.0,36.0,2.2,1
0.76,24.0,80.0,71.0,36.0,3.1,1
0.57,17.0,85.0,71.0,39.0,3.1,1
0.57,18.0,95.0,79.0,40.0,4.1,1
0.58,26.0,54.0,97.0,48.0,5.7,1
0.34,14.0,32.0,83.0,41.0,3.3,1
0.42,18.0,26.0,61.0,28.0,4.2,1
0.51,22.0,15.0,56.0,24.0,3.4,1
0.74,30.0,7.0,55.0,25.0,2.4,1
0.47,18.0,17.0,54.0,27.0,3.2,1
0.46,18.0,17.0,51.0,26.0,4.5,1
0.43,16.0,16.0,46.0,26.0,3.1,0
0.38,15.0,10.0,38.0,21.0,3.5,0
1.09,25.0,1.2,38.0,18.0,4.5,0
0.77,25.0,1.7,43.0,21.0,3.8,0
0.58,22.0,2.7,42.0,24.0,2.5,0
0.6,22.0,1.1,45.0,25.0,2.9,0
0.52,19.0,0.7,45.0,21.0,3.4,0
0.41,14.0,0.7,40.0,14.0,3.4,0
0.41,13.0,0.8,37.0,13.0,3.2,0
0.52,13.0,1.3,35.0,15.0,4.0,0
0.78,17.0,3.1,38.0,15.0,3.9,0
0.7,15.0,9.3,37.0,15.0,2.4,0
0.6,15.0,23.0,34.0,15.0,2.5,0
0.63,18.0,25.0,39.0,17.0,2.2,0
0.62,17.0,30.0,46.0,19.0,2.0,0
0.61,19.0,49.0,46.0,20.0,2.4,0
0.37,11.0,40.0,44.0,16.0,3.3,0
0.55,21.0,31.0,49.0,14.0,3.6,0
0.73,30.0,20.0,55.0,18.0,3.7,1
0.6,25.0,24.0,55.0,18.0,4.7,1
1.22,44.0,5.2,55.0,18.0,3.1,1
1.42,45.0,2.1,57.0,25.0,4.3,1
1.5,43.0,1.1,64.0,34.0,3.4,1
1.14,36.0,0.9,68.0,36.0,2.9,1
1.27,34.0,1.4,62.0,34.0,2.8,1
1.5,31.0,1.4,54.0,26.0,2.8,1
1.24,30.0,0.4,54.0,26.0,2.8,1
1.16,27.0,0.5,57.0,27.0,5.2,1
1.19,24.0,0.6,59.0,26.0,6.2,1
0.99,21.0,0.3,59.0,28.0,5.5,1
0.91,21.0,0.5,55.0,25.0,4.4,1
0.41,18.0,1.8,45.0,21.0,5.6,0
0.36,18.0,2.4,37.0,17.0,4.8,0
1.06,23.0,2.0,39.0,19.0,4.2,0
1.65,27.0,2.3,49.0,23.0,5.5,0
0.75,19.0,9.4,51.0,19.0,5.8,1
0.37,14.0,20.0,48.0,15.0,6.0,0
0.35,14.0,30.0,49.0,15.0,3.6,0
0.35,14.0,39.0,55.0,18.0,3.6,1
0.38,15.0,38.0,55.0,20.0,3.3,1
0.33,13.0,42.0,51.0,21.0,3.7,1
0.32,15.0,34.0,48.0,20.0,4.1,0
0.24,11.0,22.0,44.0,18.0,4.0,0
0.31,13.0,19.0,44.0,19.0,5.2,0
0.39,16.0,16.0,48.0,16.0,4.7,0
0.55,19.0,13.0,46.0,14.0,5.1,0
0.72,20.0,23.0,39.0,13.0,2.2,0
0.58,20.0,27.0,26.0,9.0,1.9,0
0.56,20.0,28.0,15.0,9.0,1.9,0
0.5,18.0,34.0,15.0,10.0,2.8,0
0.4,13.0,43.0,15.0,7.0,1.7,0
0.34,11.0,47.0,21.0,10.0,4.7,0
0.31,9.7,49.0,39.0,19.0,4.8,0
0.29,7.2,55.0,43.0,18.0,2.3,1
0.3,7.8,56.0,31.0,15.0,1.4,1
0.32,10.0,51.0,26.0,16.0,3.7,1
0.38,13.0,47.0,23.0,14.0,2.2,0
0.42,18.0,42.0,24.0,16.0,3.6,0
0.59,22.0,39.0,39.0,24.0,2.0,0
0.69,26.0,34.0,50.0,27.0,1.9,0
0.72,35.0,26.0,56.0,30.0,2.7,1
0.56,25.0,35.0,62.0,31.0,1.9,1
0.6,28.0,31.0,61.0,30.0,2.8,1
0.52,21.0,44.0,56.0,27.0,2.4,1
0.46,19.0,47.0,49.0,24.0,1.6,0
0.42,19.0,48.0,46.0,21.0,2.0,0
0.44,21.0,46.0,54.0,22.0,2.3,1
0.52,26.0,41.0,56.0,24.0,2.4,1
0.57,26.0,42.0,50.0,20.0,2.5,0
0.72,35.0,32.0,48.0,21.0,5.5,0
0.66,30.0,37.0,46.0,24.0,3.2,0
0.54,25.0,42.0,49.0,17.0,2.2,0
0.55,27.0,40.0,50.0,18.0,2.6,0
0.52,26.0,39.0,54.0,24.0,3.4,1
0.45,22.0,42.0,59.0,24.0,3.4,1
0.4,17.0,44.0,57.0,21.0,2.2,1
0.31,13.0,48.0,51.0,20.0,1.8,1
0.28,11.0,48.0,45.0,18.0,1.7,0
0.25,11.0,46.0,45.0,21.0,3.6,0
0.28,9.7,46.0,42.0,23.0,2.1,0
0.3,13.0,39.0,40.0,18.0,3.7,0
0.46,27.0,26.0,35.0,15.0,3.1,0
0.9,35.0,18.0,34.0,19.0,2.9,0
0.9,33.0,22.0,42.0,18.0,3.1,0
0.6,31.0,29.0,44.0,12.0,2.9,0
0.44,22.0,39.0,48.0,15.0,3.0,0
0.41,19.0,43.0,43.0,17.0,2.5,0
0.39,16.0,47.0,35.0,15.0,1.6,0
0.36,15.0,48.0,34.0,14.0,1.7,0
0.39,19.0,44.0,31.0,14.0,3.8,0
0.37,20.0,42.0,28.0,13.0,5.8,0
0.47,27.0,37.0,29.0,14.0,6.4,0
0.54,27.0,38.0,37.0,15.0,3.1,0
0.58,25.0,39.0,35.0,12.0,1.6,0
0.59,28.0,37.0,27.0,11.0,1.6,0
0.55,26.0,38.0,27.0,9.0,1.5,0
0.5,23.0,41.0,33.0,10.0,1.5,0
0.4,15.0,50.0,34.0,10.0,1.6,0
0.35,14.0,51.0,31.0,10.0,1.6,1
0.28,10.0,55.0,33.0,10.0,1.6,1
0.24,8.1,55.0,34.0,10.0,1.7,1
0.22,8.1,54.0,31.0,10.0,1.7,1
0.23,7.8,54.0,32.0,10.0,1.7,1
0.23,8.4,54.0,34.0,10.0,1.7,1
0.25,10.0,54.0,35.0,9.0,1.9,1
0.38,19.0,46.0,40.0,13.0,2.2,0
0.71,27.0,39.0,44.0,16.0,2.3,0
0.72,27.0,41.0,45.0,17.0,2.6,0
0.6,27.0,39.0,44.0,16.0,3.0,0
0.54,24.0,41.0,39.0,12.0,2.7,0
0.52,20.0,45.0,37.0,11.0,2.4,0
0.49,17.0,46.0,31.0,10.0,2.7,0
0.44,17.0,46.0,27.0,10.0,6.6,0
0.46,18.0,44.0,33.0,15.0,3.2,0
0.5,22.0,38.0,38.0,12.0,2.3,0
0.55,24.0,35.0,38.0,13.0,2.1,0
0.72,29.0,28.0,39.0,15.0,2.1,0
0.89,33.0,25.0,38.0,12.0,2.2,0
0.75,29.0,30.0,35.0,14.0,2.0,0
0.65,27.0,33.0,40.0,15.0,2.0,0
0.73,30.0,28.0,45.0,15.0,2.1,0
0.73,30.0,28.0,48.0,17.0,2.3,0
0.56,23.0,34.0,53.0,15.0,2.4,1
0.5,21.0,34.0,50.0,15.0,2.2,0
0.45,18.0,35.0,43.0,16.0,1.8,0
0.46,17.0,29.0,43.0,15.0,1.8,0
0.5,25.0,14.0,42.0,15.0,2.6,0
0.55,30.0,1.7,43.0,16.0,6.0,0
0.62,28.0,1.5,48.0,19.0,5.8,0
0.68,29.0,3.6,46.0,18.0,4.4,0
0.93,27.0,13.0,39.0,18.0,2.2,0
1.1,33.0,15.0,34.0,19.0,2.2,0
0.94,36.0,26.0,44.0,20.0,2.6,0
0.61,27.0,30.0,49.0,24.0,3.6,0
0.5,21.0,35.0,46.0,20.0,2.7,0
0.44,16.0,45.0,43.0,17.0,3.5,0
0.44,23.0,37.0,49.0,15.0,6.2,0
0.42,23.0,34.0,40.0,18.0,5.9,0
0.42,24.0,36.0,26.0,19.0,7.8,0
0.57,27.0,36.0,29.0,19.0,5.8,0
0.69,31.0,30.0,38.0,19.0,3.6,0
0.68,31.0,26.0,42.0,21.0,4.1,0
0.64,29.0,26.0,42.0,24.0,3.9,0
0.53,24.0,31.0,38.0,23.0,5.2,0
0.49,21.0,36.0,38.0,20.0,4.3,0
0.39,15.0,40.0,40.0,19.0,1.7,0
0.34,12.0,39.0,35.0,18.0,1.4,0
0.25,7.9,48.0,34.0,14.0,1.9,0
0.22,7.1,49.0,39.0,12.0,1.4,0
0.19,6.0,54.0,43.0,14.0,1.4,1
0.24,7.6,48.0,45.0,15.0,1.5,0
0.27,10.0,46.0,43.0,16.0,1.7,0
0.38,16.0,42.0,44.0,14.0,2.3,0
0.51,21.0,42.0,50.0,15.0,2.8,0
0.48,20.0,48.0,57.0,18.0,2.9,1
0.45,21.0,49.0,59.0,17.0,4.5,1
0.4,18.0,55.0,56.0,19.0,5.0,1
0.36,15.0,59.0,54.0,17.0,3.5,1
0.38,14.0,61.0,55.0,16.0,3.8,1
0.38,13.0,60.0,59.0,17.0,1.4,1
0.36,13.0,59.0,54.0,16.0,1.5,1
0.42,17.0,54.0,51.0,20.0,1.8,1
0.42,17.0,51.0,56.0,20.0,1.7,1
0.44,16.0,51.0,56.0,19.0,1.6,1
0.45,17.0,50.0,51.0,18.0,1.5,1
0.44,17.0,50.0,44.0,14.0,1.6,0
0.47,20.0,47.0,43.0,16.0,1.5,0
0.45,17.0,51.0,45.0,17.0,1.5,1
0.47,17.0,50.0,42.0,12.0,1.5,0
0.39,14.0,52.0,39.0,12.0,1.7,1
